0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0.000000000000000000e+00,2.999999999999999737e-04,4.000000000000000192e-04,5.000000000000000104e-04,5.000000000000000104e-04,4.000000000000000192e-04,4.000000000000000192e-04,2.999999999999999737e-04,5.000000000000000104e-04,2.999999999999999737e-04
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
